sentence,neg,neu,pos,compound
"""Can I see you home?""",0.0,1.0,0.0,0.0
"""To the corner, if you want to.""",0.0,0.822,0.178,0.0772
The other girl took a few steps backward.,0.0,1.0,0.0,0.0
Anthony removed his hat.,0.0,1.0,0.0,0.0
"""You're supposed to salute,"" said the girl in lilac with a laugh.",0.0,0.735,0.265,0.5574
"""All the soldiers salute.""",0.0,1.0,0.0,0.0
"""I'll learn,"" he responded soberly.",0.0,1.0,0.0,0.0
"The other girl said, ""Well"" hesitated, then added, ""call me up tomorrow, Dot,"" and retreated from the yellow circle of the streetlamp.",0.099,0.901,0.0,-0.3182
"Then, in silence, Anthony and the girl in lilac walked the three blocks to the small rickety house which was her home.",0.083,0.917,0.0,-0.2263
Outside the wooden gate she hesitated.,0.315,0.685,0.0,-0.3182
"""Wellthanks.""",0.0,1.0,0.0,0.0
"""Must you go in so soon?""",0.0,1.0,0.0,0.0
"""I ought to.""",0.0,1.0,0.0,0.0
"""Can't you stroll around a little longer?""",0.0,1.0,0.0,0.0
She regarded him dispassionately.,0.0,1.0,0.0,0.0
"""I don't even know you.""",0.0,1.0,0.0,0.0
Anthony laughed.,0.0,0.25,0.75,0.4588
"""It's not too late.""",0.0,1.0,0.0,0.0
"""I reckon I better go in.""",0.0,0.58,0.42,0.4404
"""I thought we might walk down and see a movie.""",0.0,1.0,0.0,0.0
"""I'd like to.""",0.0,0.444,0.556,0.3612
"""Then I could bring you home.",0.0,1.0,0.0,0.0
I'd have just enough time.,0.0,1.0,0.0,0.0
"I've got to be in camp by eleven.""",0.0,1.0,0.0,0.0
It was so dark that he could scarcely see her now.,0.0,1.0,0.0,0.0
"She was a dress swayed infinitesimally by the wind, two limpid, reckless eyes ... ""Why don't you comeDot?",0.144,0.856,0.0,-0.4019
Don't you like movies?,0.413,0.587,0.0,-0.2755
"Better come.""",0.0,0.256,0.744,0.4404
She shook her head.,0.318,0.682,0.0,-0.1027
"""I oughtn't to.""",0.0,1.0,0.0,0.0
"He liked her, realizing that she was temporizing for the effect on him.",0.0,0.811,0.189,0.4215
He came closer and took her hand.,0.0,0.652,0.348,0.4939
"""If we get back by ten, can't you?",0.0,1.0,0.0,0.0
"just to the movies?""",0.0,1.0,0.0,0.0
"""WellI reckon so"" Hand in hand they walked back toward downtown, along a hazy, dusky street where a negro newsboy was calling an extra in the cadence of the local venders' tradition, a cadence that was as musical as song.",0.0,0.822,0.178,0.8215
Dot Anthony's affair with Dorothy Raycroft was an inevitable result of his increasing carelessness about himself.,0.138,0.862,0.0,-0.34
"He did not go to her desiring to possess the desirable, nor did he fall before a personality more vital, more compelling than his own, as he had done with Gloria four years before.",0.0,0.805,0.195,0.7391
He merely slid into the matter through his inability to make definite judgments.,0.17,0.629,0.201,-0.128
"He could say ""No!""",0.0,1.0,0.0,0.0
neither to man nor woman borrower and temptress alike found him tenderminded and pliable.,0.0,1.0,0.0,0.0
"Indeed he seldom made decisions at all, and when he did they were but halfhysterical resolves formed in the panic of some aghast and irreparable awakening.",0.249,0.69,0.061,-0.8047
The particular weakness he indulged on this occasion was his need of excitement and stimulus from without.,0.133,0.714,0.152,0.1027
He felt that for the first time in four years he could express and interpret himself anew.,0.0,1.0,0.0,0.0
The girl promised rest the hours in her company each evening alleviated the morbid and inevitably futile poundings of his imagination.,0.119,0.779,0.102,-0.1027
He had become a coward in earnestcompletely the slave of a hundred disordered and prowling thoughts which were released by the collapse of the authentic devotion to Gloria that had been the chief jailer of his insufficiency.,0.15,0.777,0.073,-0.4939
"On that first night, as they stood by the gate, he kissed Dorothy and made an engagement to meet her the following Saturday.",0.0,0.789,0.211,0.6808
"Then he went out to camp, and with the light burning lawlessly in his tent, he wrote a long letter to Gloria, a glowing letter, full of the sentimental dark, full of the remembered breath of flowers, full of a true and exceeding tendernessthese things he had learned again for a moment in a kiss given and taken under a rich warm moonlight just an hour before.",0.0,0.807,0.193,0.9081
When Saturday night came he found Dot waiting at the entrance of the Bijou Moving Picture Theatre.,0.0,1.0,0.0,0.0
"She was dressed as on the preceding Wednesday in her lilac gown of frailest organdy, but it had evidently been washed and starched since then, for it was fresh and unrumpled.",0.0,0.91,0.09,0.4497
"Daylight confirmed the impression he had received that in a sketchy, faulty way she was lovely.",0.115,0.6,0.285,0.5267
"She was clean, her features were small, irregular, but eloquent and appropriate to each other.",0.0,0.883,0.117,0.2144
"She was a dark, unenduring little floweryet he thought he detected in her some quality of spiritual reticence, of strength drawn from her passive acceptance of all things.",0.0,0.75,0.25,0.7906
In this he was mistaken.,0.385,0.615,0.0,-0.3612
Dorothy Raycroft was nineteen.,0.0,1.0,0.0,0.0
"Her father had kept a small, unprosperous corner store, and she had graduated from high school in the lowest fourth of her class two days before he died.",0.199,0.801,0.0,-0.7351
At high school she had enjoyed a rather unsavory reputation.,0.22,0.53,0.25,0.1027
"As a matter of fact her behavior at the class picnic, where the rumors started, had been merely indiscreetshe had retained her technical purity until over a year later.",0.0,0.919,0.081,0.0516
"The boy had been a clerk in a store on Jackson Street, and on the day after the incident he departed unexpectedly to New York.",0.0,1.0,0.0,0.0
"He had been intending to leave for some time, but had tarried for the consummation of his amorous enterprise.",0.05,0.78,0.17,0.5574
"After a while she confided the adventure to a girl friend, and later, as she watched her friend disappear down the sleepy street of dusty sunshine she knew in a flash of intuition that her story was going out into the world.",0.04,0.711,0.249,0.875
"Yet after telling it she felt much better, and a little bitter, and made as near an approach to character as she was capable of by walking in another direction and meeting another man with the honest intention of gratifying herself again.",0.05,0.711,0.239,0.8622
As a rule things happened to Dot.,0.0,1.0,0.0,0.0
"She was not weak, because there was nothing in her to tell her she was being weak.",0.0,0.757,0.243,0.5875
"She was not strong, because she never knew that some of the things she did were brave.",0.128,0.711,0.161,0.1774
She neither defied nor conformed nor compromised.,0.0,1.0,0.0,0.0
"She had no sense of humor, but, to take its place, a happy disposition that made her laugh at the proper times when she was with men.",0.046,0.627,0.328,0.8979
She had no definite intentionssometimes she regretted vaguely that her reputation precluded what chance she had ever had for security.,0.183,0.57,0.247,0.1779
There had been no open discovery her mother was interested only in starting her off on time each morning for the jewelry store where she earned fourteen dollars a week.,0.069,0.846,0.085,0.128
"But some of the boys she had known in high school now looked the other way when they were walking with ""nice girls,"" and these incidents hurt her feelings.",0.13,0.765,0.105,-0.2263
When they occurred she went home and cried.,0.271,0.729,0.0,-0.3818
"Besides the Jackson Street clerk there had been two other men, of whom the first was a naval officer, who passed through town during the early days of the war.",0.122,0.878,0.0,-0.5994
"He had stayed over a night to make a connection, and was leaning idly against one of the pillars of the Stonewall Hotel when she passed by.",0.0,1.0,0.0,0.0
He remained in town four days.,0.0,1.0,0.0,0.0
She thought she loved himlavished on him that first hysteria of passion that would have gone to the pusillanimous clerk.,0.108,0.634,0.257,0.6124
The naval officer's uniformthere were few of them in those dayshad made the magic.,0.0,1.0,0.0,0.0
"He left with vague promises on his lips, and, once on the train, rejoiced that he had not told her his real name.",0.052,0.741,0.207,0.6369
"Her resultant depression had thrown her into the arms of Cyrus Fielding, the son of a local clothier, who had hailed her from his roadster one day as she passed along the sidewalk.",0.104,0.843,0.053,-0.4215
She had always known him by name.,0.0,1.0,0.0,0.0
Had she been born to a higher stratum he would have known her before.,0.0,1.0,0.0,0.0
She had descended a little lowerso he met her after all.,0.0,1.0,0.0,0.0
"After a month he had gone away to trainingcamp, a little afraid of the intimacy, a little relieved in perceiving that she had not cared deeply for him, and that she was not the sort who would ever make trouble.",0.122,0.822,0.056,-0.4069
Dot romanticized this affair and conceded to her vanity that the war had taken these men away from her.,0.245,0.675,0.08,-0.5994
She told herself that she could have married the naval officer.,0.0,1.0,0.0,0.0
"Nevertheless, it worried her that within eight months there had been three men in her life.",0.128,0.872,0.0,-0.296
"She thought with more fear than wonder in her heart that she would soon be like those ""bad girls"" on Jackson Street at whom she and her gumchewing, giggling friends had stared with fascinated glances three years before.",0.139,0.638,0.223,0.4951
For a while she attempted to be more careful.,0.0,0.787,0.213,0.2247
"She let men ""pick her up"" she let them kiss her, and even allowed certain other liberties to be forced upon her, but she did not add to her trio.",0.06,0.774,0.167,0.3818
After several months the strength of her resolutionor rather the poignant expediency of her fearswas worn away.,0.108,0.735,0.157,0.25
She grew restless drowsing there out of life and time while the summer months faded.,0.13,0.87,0.0,-0.2732
"The soldiers she met were either obviously below her or, less obviously, above herin which case they desired only to use her they were Yankees, harsh and ungracious they swarmed in large crowds.... And then she met Anthony.",0.071,0.878,0.051,-0.2023
"On that first evening he had been little more than a pleasantly unhappy face, a voice, the means with which to pass an hour, but when she kept her engagement with him on Saturday she regarded him with consideration.",0.048,0.808,0.144,0.6156
She liked him.,0.0,0.417,0.583,0.4215
Unknowingly she saw her own tragedies mirrored in his face.,0.244,0.756,0.0,-0.4404
"Again they went to the movies, again they wandered along the shadowy, scented streets, hand in hand this time, speaking a little in hushed voices.",0.0,0.775,0.225,0.7506
"They passed through the gateup toward the little porch ""I can stay a while, can't I?""",0.0,1.0,0.0,0.0
"""Sh!""",0.0,1.0,0.0,0.0
"she whispered, ""we've got to be very quiet.",0.0,1.0,0.0,0.0
"Mother sits up reading Snappy Stories.""",0.0,1.0,0.0,0.0
In confirmation he heard the faint crackling inside as a page was turned.,0.0,1.0,0.0,0.0
The openshutter slits emitted horizontal rods of light that fell in thin parallels across Dorothy's skirt.,0.0,1.0,0.0,0.0
"The street was silent save for a group on the steps of a house across the way, who, from time to time, raised their voices in a soft, bantering song.",0.0,0.89,0.11,0.4939
"""When you waake You shall haave All the pretty little hawsiz"" Then, as though it had been waiting on a nearby roof for their arrival, the moon came slanting suddenly through the vines and turned the girl's face to the color of white roses.",0.0,0.929,0.071,0.4939
"Anthony had a start of memory, so vivid that before his closed eyes there formed a picture, distinct as a flashback on a screena spring night of thaw set out of time in a halfforgotten winter five years beforeanother face, radiant, flowerlike, upturned to lights as transforming as the stars Ah, la belle dame sans merci who lived in his heart, made known to him in transitory fading splendor by dark eyes in the RitzCarlton, by a shadowy glance from a passing carriage in the Bois de Boulogne!",0.0,0.914,0.086,0.8122
"But those nights were only part of a song, a remembered gloryhere again were the faint winds, the illusions, the eternal present with its promise of romance.",0.0,0.746,0.254,0.8338
"""Oh,"" she whispered, ""do you love me?",0.0,0.588,0.412,0.6369
"Do you love me?""",0.0,0.417,0.583,0.6369
"The spell was brokenthe drifted fragments of the stars became only light, the singing down the street diminished to a monotone, to the whimper of locusts in the grass.",0.0,1.0,0.0,0.0
"With almost a sigh he kissed her fervent mouth, while her arms crept up about his shoulders.",0.064,0.698,0.238,0.5012
"THE MANATARMS As the weeks dried up and blew away, the range of Anthony's travels extended until he grew to comprehend the camp and its environment.",0.0,1.0,0.0,0.0
"For the first time in his life he was in constant personal contact with the waiters to whom he had given tips, the chauffeurs who had touched their hats to him, the carpenters, plumbers, barbers, and farmers who had previously been remarkable only in the subservience of their professional genuflections.",0.0,0.932,0.068,0.5574
During his first two months in camp he did not hold ten minutes' consecutive conversation with a single man.,0.0,1.0,0.0,0.0
"On the service record his occupation stood as ""student"" on the original questionnaire he had prematurely written ""author"" but when men in his company asked his business he commonly gave it as bank clerkhad he told the truth, that he did no work, they would have been suspicious of him as a member of the leisure class.",0.097,0.83,0.073,-0.3506
"His platoon sergeant, Pop Donnelly, was a scraggly ""old soldier,"" worn thin with drink.",0.155,0.845,0.0,-0.296
"In the past he had spent unnumbered weeks in the guardhouse, but recently, thanks to the drillmaster famine, he had been elevated to his present pinnacle.",0.0,0.867,0.133,0.5927
"His complexion was full of shellholesit bore an unmistakable resemblance to those aerial photographs of ""the battlefield at Blank.""",0.213,0.787,0.0,-0.5574
"Once a week he got drunk downtown on white liquor, returned quietly to camp and collapsed upon his bunk, joining the company at reveille looking more than ever like a white mask of death.",0.214,0.715,0.071,-0.6845
"He nursed the astounding delusion that he was astutely ""slipping it over"" on the governmenthe had spent eighteen years in its service at a minute wage, and he was soon to retire here he usually winked on the impressive income of fiftyfive dollars a month.",0.0,0.87,0.13,0.7269
He looked upon it as a gorgeous joke that he had played upon the dozens who had bullied and scorned him since he was a Georgia country boy of nineteen.,0.112,0.654,0.234,0.5423
At present there were but two lieutenantsHopkins and the popular Kretching.,0.0,0.73,0.27,0.5719
"The latter was considered a good fellow and a fine leader, until a year later, when he disappeared with a mess fund of eleven hundred dollars and, like so many leaders, proved exceedingly difficult to follow.",0.172,0.648,0.18,0.0772
"Eventually there was Captain Dunning, god of this brief but selfsufficing microcosm.",0.0,0.876,0.124,0.1406
"He was a reserve officer, nervous, energetic, and enthusiastic.",0.159,0.379,0.462,0.6124
"This latter quality, indeed, often took material form and was visible as fine froth in the corners of his mouth.",0.0,0.913,0.087,0.2023
"Like most executives he saw his charges strictly from the front, and to his hopeful eyes his command seemed just such an excellent unit as such an excellent war deserved.",0.139,0.556,0.306,0.802
For all his anxiety and absorption he was having the time of his life.,0.116,0.884,0.0,-0.1779
"Baptiste, the little Sicilian of the train, fell foul of him the second week of drill.",0.0,1.0,0.0,0.0
The captain had several times ordered the men to be cleanshaven when they fell in each morning.,0.0,1.0,0.0,0.0
"One day there was disclosed an alarming breech of this rule, surely a case of Teutonic connivanceduring the night four men had grown hair upon their faces.",0.053,0.845,0.102,0.34
"The fact that three of the four understood a minimum of English made a practical objectlesson only the more necessary, so Captain Dunning resolutely sent a volunteer barber back to the company street for a razor.",0.0,1.0,0.0,0.0
Whereupon for the safety of democracy a halfounce of hair was scraped dry from the cheeks of three Italians and one Pole.,0.0,0.877,0.123,0.4215
"Outside the world of the company there appeared, from time to time, the colonel, a heavy man with snarling teeth, who circumnavigated the battalion drillfield upon a handsome black horse.",0.0,0.894,0.106,0.4939
"He was a West Pointer, and, mimetically, a gentleman.",0.0,1.0,0.0,0.0
"He had a dowdy wife and a dowdy mind, and spent much of his time in town taking advantage of the army's lately exalted social position.",0.0,0.92,0.08,0.25
"Last of all was the general, who traversed the roads of the camp preceded by his flaga figure so austere, so removed, so magnificent, as to be scarcely comprehensible.",0.0,0.84,0.16,0.7446
December.,0.0,1.0,0.0,0.0
"Cool winds at night now, and damp, chilly mornings on the drillgrounds.",0.0,0.827,0.173,0.3182
"As the heat faded, Anthony found himself increasingly glad to be alive.",0.0,0.641,0.359,0.6808
"Renewed strangely through his body, he worried little and existed in the present with a sort of animal content.",0.216,0.784,0.0,-0.5267
"It was not that Gloria or the life that Gloria represented was less often in his thoughtsit was simply that she became, day by day, less real, less vivid.",0.0,1.0,0.0,0.0
"For a week they had corresponded passionately, almost hystericallythen by an unwritten agreement they had ceased to write more than twice, and then once, a week.",0.0,0.769,0.231,0.765
"She was bored, she said if his brigade was to be there a long time she was coming down to join him.",0.09,0.815,0.094,0.0258
"Mr. Haight was going to be able to submit a stronger brief than he had expected, but doubted that the appealed case would come up until late spring.",0.09,0.849,0.061,-0.2144
"Muriel was in the city doing Red Cross work, and they went out together rather often.",0.0,1.0,0.0,0.0
What would Anthony think if she went into the Red Cross?,0.0,1.0,0.0,0.0
"Trouble was she had heard that she might have to bathe negroes in alcohol, and after that she hadn't felt so patriotic.",0.114,0.886,0.0,-0.4019
The city was full of soldiers and she'd seen a lot of boys she hadn't laid eyes on for years.... Anthony did not want her to come South.,0.045,0.955,0.0,-0.0572
He told himself that this was for many reasonshe needed a rest from her and she from him.,0.0,1.0,0.0,0.0
"She would be bored beyond measure in town, and she would be able to see Anthony for only a few hours each day.",0.091,0.909,0.0,-0.2732
But in his heart he feared that it was because he was attracted to Dorothy.,0.205,0.619,0.176,-0.1531
As a matter of fact he lived in terror that Gloria should learn by some chance or intention of the relation he had formed.,0.128,0.755,0.117,-0.3182
By the end of a fortnight the entanglement began to give him moments of misery at his own faithlessness.,0.289,0.711,0.0,-0.7579
"Nevertheless, as each day ended he was unable to withstand the lure that would draw him irresistibly out of his tent and over to the telephone at the Y.M.C.A.",0.0,1.0,0.0,0.0
"""Dot.""",0.0,1.0,0.0,0.0
"""Yes?""",0.0,1.0,0.0,0.0
"""I may be able to get in tonight.""",0.0,1.0,0.0,0.0
"""I'm so glad.""",0.0,1.0,0.0,0.0
"""Do you want to listen to my splendid eloquence for a few starry hours?""",0.0,0.683,0.317,0.6249
"""Oh, you funny"" For an instant he had a memory of five years beforeof Geraldine.",0.0,0.818,0.182,0.4404
"Then ""I'll arrive about eight.""",0.0,1.0,0.0,0.0
"At seven he would be in a jitney bound for the city, where hundreds of little Southern girls were waiting on moonlit porches for their lovers.",0.0,0.876,0.124,0.5267
"He would be excited already for her warm retarded kisses, for the amazed quietude of the glances she gave himglances nearer to worship than any he had ever inspired.",0.088,0.525,0.387,0.8885
"Gloria and he had been equals, giving without thought of thanks or obligation.",0.152,0.696,0.152,-0.0015
To this girl his very caresses were an inestimable boon.,0.0,1.0,0.0,0.0
Crying quietly she had confessed to him that he was not the first man in her life there had been one otherhe gathered that the affair had no sooner commenced than it had been over.,0.138,0.862,0.0,-0.6486
"Indeed, so far as she was concerned, she spoke the truth.",0.0,0.813,0.187,0.3182
"She had forgotten the clerk, the naval officer, the clothier's son, forgotten her vividness of emotion, which is true forgetting.",0.161,0.72,0.119,0.0
She knew that in some opaque and shadowy existence some one had taken herit was as though it had occurred in sleep.,0.0,1.0,0.0,0.0
Almost every night Anthony came to town.,0.0,1.0,0.0,0.0
"It was too cool now for the porch, so her mother surrendered to them the tiny sitting room, with its dozens of cheaply framed chromos, its yard upon yard of decorative fringe, and its thick atmosphere of several decades in the proximity of the kitchen.",0.0,0.95,0.05,0.3182
"They would build a firethen, happily, inexhaustibly, she would go about the business of love.",0.0,0.606,0.394,0.8316
"Each evening at ten she would walk with him to the door, her black hair in disarray, her face pale without cosmetics, paler still under the whiteness of the moon.",0.0,1.0,0.0,0.0
"As a rule it would be bright and silver outside now and then there was a slow warm rain, too indolent, almost, to reach the ground.",0.044,0.778,0.178,0.5606
"""Say you love me,"" she would whisper.",0.0,0.588,0.412,0.6369
"""Why, of course, you sweet baby.""",0.0,0.625,0.375,0.4588
"""Am I a baby?""",0.0,1.0,0.0,0.0
This almost wistfully.,0.0,1.0,0.0,0.0
"""Just a little baby.""",0.0,1.0,0.0,0.0
She knew vaguely of Gloria.,0.0,1.0,0.0,0.0
"It gave her pain to think of it, so she imagined her to be haughty and proud and cold.",0.141,0.726,0.132,-0.0516
"She had decided that Gloria must be older than Anthony, and that there was no love between husband and wife.",0.09,0.738,0.172,0.4588
"Sometimes she let herself dream that after the war Anthony would get a divorce and they would be marriedbut she never mentioned this to Anthony, she scarcely knew why.",0.122,0.815,0.063,-0.4404
She shared his company's idea that he was a sort of bank clerkshe thought that he was respectable and poor.,0.127,0.656,0.217,0.296
"She would say ""If I had some money, darlin', I'd give ev'y bit of it to you....",0.0,1.0,0.0,0.0
"I'd like to have about fifty thousand dollars.""",0.0,0.737,0.263,0.3612
"""I suppose that'd be plenty,"" agreed Anthony.",0.0,0.741,0.259,0.2732
"In her letter that day Gloria had written ""I suppose if we could settle for a million it would be better to tell Mr. Haight to go ahead and settle.",0.0,0.906,0.094,0.4404
"But it'd seem a pity...."" ... ""We could have an automobile,"" exclaimed Dot, in a final burst of triumph.",0.0,0.794,0.206,0.631
AN IMPRESSIVE OCCASION Captain Dunning prided himself on being a great reader of character.,0.0,0.575,0.425,0.8455
"Half an hour after meeting a man he was accustomed to place him in one of a number of astonishing categoriesfine man, good man, smart fellow, theorizer, poet, and ""worthless.""",0.0,0.784,0.216,0.7096
One day early in February he caused Anthony to be summoned to his presence in the orderly tent.,0.0,1.0,0.0,0.0
"""Patch,"" he said sententiously, ""I've had my eye on you for several weeks.""",0.0,1.0,0.0,0.0
Anthony stood erect and motionless.,0.0,1.0,0.0,0.0
"""And I think you've got the makings of a good soldier.""",0.0,0.734,0.266,0.4404
"He waited for the warm glow, which this would naturally arouse, to cooland then continued ""This is no child's play,"" he said, narrowing his brows.",0.081,0.849,0.07,-0.0772
"Anthony agreed with a melancholy ""No, sir.""",0.322,0.444,0.233,-0.2023
"""It's a man's gameand we need leaders.""",0.0,1.0,0.0,0.0
"Then the climax, swift, sure, and electric ""Patch, I'm going to make you a corporal.""",0.0,0.745,0.255,0.4767
"At this point Anthony should have staggered slightly backward, overwhelmed.",0.107,0.893,0.0,-0.0202
He was to be one of the quarter million selected for that consummate trust.,0.0,0.798,0.202,0.5106
"He was going to be able to shout the technical phrase, ""Follow me!""",0.0,1.0,0.0,0.0
to seven other frightened men.,0.42,0.58,0.0,-0.4404
"""You seem to be a man of some education,"" said Captain Dunning.",0.0,1.0,0.0,0.0
"""Yes, Sir.""",0.0,1.0,0.0,0.0
"""That's good, that's good.",0.0,0.256,0.744,0.7003
"Education's a great thing, but don't let it go to your head.",0.0,0.797,0.203,0.3716
"Keep on the way you're doing and you'll be a good soldier.""",0.0,0.775,0.225,0.4404
"With these parting words lingering in his ears, Corporal Patch saluted, executed a right about face, and left the tent.",0.0,1.0,0.0,0.0
"Though the conversation amused Anthony, it did generate the idea that life would be more amusing as a sergeant or, should he find a less exacting medical examiner, as an officer.",0.0,0.826,0.174,0.6901
"He was little interested in the work, which seemed to belie the army's boasted gallantry.",0.0,0.684,0.316,0.719
"At the inspections one did not dress up to look well, one dressed up to keep from looking badly.",0.14,0.766,0.095,-0.25
"But as winter wore awaythe short, snowless winter marked by damp nights and cool, rainy dayshe marvelled at how quickly the system had grasped him.",0.053,0.839,0.108,0.3612
He was a soldierall who were not soldiers were civilians.,0.0,1.0,0.0,0.0
The world was divided primarily into those two classifications.,0.0,1.0,0.0,0.0
"It occurred to him that all strongly accentuated classes, such as the military, divided men into two kinds their own kindand those without.",0.0,0.913,0.087,0.2732
"To the clergyman there were clergy and laity, to the Catholic there were Catholics and nonCatholics, to the negro there were blacks and whites, to the prisoner there were the imprisoned and the free, and to the sick man there were the sick and the well....",0.228,0.714,0.057,-0.8689
"So, without thinking of it once in his lifetime, he had been a civilian, a layman, a nonCatholic, a Gentile, white, free, and well.... As the American troops were poured into the French and British trenches he began to find the names of many Harvard men among the casualties recorded in the Army and Navy Journal.",0.0,0.939,0.061,0.5106
"But for all the sweat and blood the situation appeared unchanged, and he saw no prospect of the war's ending in the perceptible future.",0.101,0.797,0.101,0.0
"In the old chronicles the right wing of one army always defeated the left wing of the other, the left wing being, meanwhile, vanquished by the enemy's right.",0.103,0.897,0.0,-0.4767
After that the mercenaries fled.,0.0,1.0,0.0,0.0
"It had been so simple, in those days, almost as if prearranged.... Gloria wrote that she was reading a great deal.",0.0,0.823,0.177,0.6249
"What a mess they had made of their affairs, she said.",0.217,0.783,0.0,-0.3612
She had so little to do now that she spent her time imagining how differently things might have turned out.,0.0,1.0,0.0,0.0
Her whole environment appeared insecureand a few years back she had seemed to hold all the strings in her own little hand....,0.0,1.0,0.0,0.0
In June her letters grew hurried and less frequent.,0.0,1.0,0.0,0.0
She suddenly ceased to write about coming South.,0.0,1.0,0.0,0.0
DEFEAT March in the country around was rare with jasmine and jonquils and patches of violets in the warming grass.,0.16,0.771,0.069,-0.4824
"Afterward he remembered especially one afternoon of such a fresh and magic glamour that as he stood in the riflepit marking targets he recited ""Atalanta in Calydon"" to an uncomprehending Pole, his voice mingling with the rip, sing, and splatter of the bullets overhead.",0.0,0.878,0.122,0.6908
"""When the hounds of spring ..."" Spang!",0.0,1.0,0.0,0.0
"""Are on winter's traces ..."" Whirrrrr!",0.0,1.0,0.0,0.0
"... ""The mother of months ..."" ""Hey!",0.0,1.0,0.0,0.0
Come to!,0.0,1.0,0.0,0.0
Mark threeee!,0.0,1.0,0.0,0.0
"..."" In town the streets were in a sleepy dream again, and together Anthony and Dot idled in their own tracks of the previous autumn until he began to feel a drowsy attachment for this Southa South, it seemed, more of Algiers than of Italy, with faded aspirations pointing back over innumerable generations to some warm, primitive Nirvana, without hope or care.",0.076,0.832,0.092,0.017
"Here there was an inflection of cordiality, of comprehension, in every voice.",0.0,1.0,0.0,0.0
"""Life plays the same lovely and agonizing joke on all of us,"" they seemed to say in their plaintive pleasant cadence, in the rising inflection terminating on an unresolved minor.",0.092,0.625,0.283,0.765
"He liked his barber shop where he was ""Hi, corporal!""",0.0,0.744,0.256,0.4753
"to a pale, emaciated young man, who shaved him and pushed a cool vibrating machine endlessly over his insatiable head.",0.0,0.881,0.119,0.3182
"He liked ""Johnston's Gardens"" where they danced, where a tragic negro made yearning, aching music on a saxophone until the garish hall became an enchanted jungle of barbaric rhythms and smoky laughter, where to forget the uneventful passage of time upon Dorothy's soft sighs and tender whisperings was the consummation of all aspiration, of all content.",0.124,0.721,0.155,0.25
"There was an undertone of sadness in her character, a conscious evasion of all except the pleasurable minutiae of life.",0.124,0.73,0.146,0.128
"Her violet eyes would remain for hours apparently insensate as, thoughtless and reckless, she basked like a cat in the sun.",0.226,0.675,0.099,-0.4939
"He wondered what the tired, spiritless mother thought of them, and whether in her moments of uttermost cynicism she ever guessed at their relationship.",0.273,0.727,0.0,-0.7845
"On Sunday afternoons they walked along the countryside, resting at intervals on the dry moss in the outskirts of a wood.",0.0,1.0,0.0,0.0
"Here the birds had gathered and the clusters of violets and white dogwood here the hoar trees shone crystalline and cool, oblivious to the intoxicating heat that waited outside here he would talk, intermittently, in a sleepy monologue, in a conversation of no significance, of no replies.",0.088,0.823,0.088,0.0
July came scorching down.,0.0,1.0,0.0,0.0
Captain Dunning was ordered to detail one of his men to learn blacksmithing.,0.0,1.0,0.0,0.0
"The regiment was filling up to war strength, and he needed most of his veterans for drillmasters, so he selected the little Italian, Baptiste, whom he could most easily spare.",0.106,0.734,0.16,0.2484
Little Baptiste had never had anything to do with horses.,0.0,1.0,0.0,0.0
His fear made matters worse.,0.67,0.213,0.117,-0.7351
He reappeared in the orderly room one day and told Captain Dunning that he wanted to die if he couldn't be relieved.,0.233,0.767,0.0,-0.7256
"The horses kicked at him, he said he was no good at the work.",0.129,0.702,0.17,0.1779
"Finally he fell on his knees and besought Captain Dunning, in a mixture of broken English and scriptural Italian, to get him out of it.",0.119,0.881,0.0,-0.4767
He had not slept for three days monstrous stallions reared and cavorted through his dreams.,0.0,0.838,0.162,0.4019
"Captain Dunning reproved the company clerk who had burst out laughing, and told Baptiste he would do what he could.",0.0,0.856,0.144,0.4939
But when he thought it over he decided that he couldn't spare a better man.,0.193,0.807,0.0,-0.4782
Little Baptiste went from bad to worse.,0.569,0.431,0.0,-0.765
The horses seemed to divine his fear and take every advantage of it.,0.17,0.532,0.298,0.34
Two weeks later a great black mare crushed his skull in with her hoofs while he was trying to lead her from her stall.,0.16,0.697,0.143,0.128
"In midJuly came rumors, and then orders, that concerned a change of camp.",0.0,1.0,0.0,0.0
"The brigade was to move to an empty cantonment, a hundred miles farther south, there to be expanded into a division.",0.091,0.909,0.0,-0.2023
"At first the men thought they were departing for the trenches, and all evening little groups jabbered in the company street, shouting to each other in swaggering exclamations ""Suuure we are!""",0.0,1.0,0.0,0.0
"When the truth leaked out, it was rejected indignantly as a blind to conceal their real destination.",0.367,0.531,0.102,-0.7184
They revelled in their own importance.,0.0,0.667,0.333,0.3612
"That night they told their girls in town that they were ""going to get the Germans.""",0.0,1.0,0.0,0.0
"Anthony circulated for a while among the groupsthen, stopping a jitney, rode down to tell Dot that he was going away.",0.082,0.918,0.0,-0.1531
She was waiting on the dark veranda in a cheap white dress that accentuated the youth and softness of her face.,0.0,1.0,0.0,0.0
"""Oh,"" she whispered, ""I've wanted you so, honey.",0.0,1.0,0.0,0.0
"All this day.""",0.0,1.0,0.0,0.0
"""I have something to tell you.""",0.0,1.0,0.0,0.0
"She drew him down beside her on the swinging seat, not noticing his ominous tone.",0.0,0.873,0.127,0.2584
"""Tell me.""",0.0,1.0,0.0,0.0
"""We're leaving next week.""",0.0,1.0,0.0,0.0
"Her arms seeking his shoulders remained poised upon the dark air, her chin tipped up.",0.0,0.875,0.125,0.25
