sentence,neg,neu,pos,compound
"""We'll take a look,"" he said doubtfully, ""just a look.""",0.239,0.761,0.0,-0.296
"I became aware now of a hollow, wailing sound which issued incessantly from the garage, a sound which as we got out of the coup and walked toward the door resolved itself into the words ""Oh, my God!""",0.0,0.945,0.055,0.2481
uttered over and over in a gasping moan.,0.211,0.789,0.0,-0.1531
"""There's some bad trouble here,"" said Tom excitedly.",0.428,0.345,0.228,-0.4404
"He reached up on tiptoes and peered over a circle of heads into the garage, which was lit only by a yellow light in a swinging metal basket overhead.",0.0,0.947,0.053,0.1027
"Then he made a harsh sound in his throat, and with a violent thrusting movement of his powerful arms pushed his way through.",0.246,0.652,0.101,-0.6124
The circle closed up again with a running murmur of expostulation it was a minute before I could see anything at all.,0.0,1.0,0.0,0.0
"Then new arrivals deranged the line, and Jordan and I were pushed suddenly inside.",0.0,1.0,0.0,0.0
"Myrtle Wilson's body, wrapped in a blanket, and then in another blanket, as though she suffered from a chill in the hot night, lay on a worktable by the wall, and Tom, with his back to us, was bending over it, motionless.",0.078,0.922,0.0,-0.4939
Next to him stood a motorcycle policeman taking down names with much sweat and correction in a little book.,0.0,1.0,0.0,0.0
"At first I couldn't find the source of the high, groaning words that echoed clamorously through the bare garagethen I saw Wilson standing on the raised threshold of his office, swaying back and forth and holding to the doorposts with both hands.",0.0,1.0,0.0,0.0
"Some man was talking to him in a low voice and attempting, from time to time, to lay a hand on his shoulder, but Wilson neither heard nor saw.",0.054,0.873,0.073,0.1406
"His eyes would drop slowly from the swinging light to the laden table by the wall, and then jerk back to the light again, and he gave out incessantly his high, horrible call ""Oh, my Gaod!",0.201,0.799,0.0,-0.807
"Oh, my Gaod!",0.0,1.0,0.0,0.0
"Oh, Gaod!",0.0,1.0,0.0,0.0
"Oh, my Gaod!""",0.0,1.0,0.0,0.0
"Presently Tom lifted his head with a jerk and, after staring around the garage with glazed eyes, addressed a mumbled incoherent remark to the policeman.",0.098,0.902,0.0,-0.34
"""Mav"" the policeman was saying, ""o"" ""No, r"" corrected the man, ""Mavro"" ""Listen to me!""",0.0,1.0,0.0,0.0
muttered Tom fiercely.,0.0,1.0,0.0,0.0
"""r"" said the policeman, ""o"" ""g"" ""g"" He looked up as Tom's broad hand fell sharply on his shoulder.",0.0,0.849,0.151,0.4939
"""What you want, fella?""",0.0,0.698,0.302,0.0772
"""What happened?that's what I want to know.""",0.0,0.794,0.206,0.0772
"""Auto hit her.",0.0,1.0,0.0,0.0
"Ins'antly killed.""",0.0,1.0,0.0,0.0
"""Instantly killed,"" repeated Tom, staring.",0.0,1.0,0.0,0.0
"""She ran out ina road.",0.0,1.0,0.0,0.0
"Sonofabitch didn't even stopus car.""",0.0,1.0,0.0,0.0
"""There was two cars,"" said Michaelis, ""one comin', one goin', see?""",0.0,1.0,0.0,0.0
"""Going where?""",0.0,1.0,0.0,0.0
asked the policeman keenly.,0.0,0.6,0.4,0.25
"""One goin' each way.",0.0,1.0,0.0,0.0
"Well, she""his hand rose toward the blankets but stopped halfway and fell to his side""she ran out there an' the one comin' from N'York knock right into her, goin' thirty or forty miles an hour.""",0.062,0.842,0.096,0.0772
"""What's the name of this place here?""",0.0,1.0,0.0,0.0
demanded the officer.,0.487,0.513,0.0,-0.2263
"""Hasn't got any name.""",0.0,1.0,0.0,0.0
A pale welldressed negro stepped near.,0.0,1.0,0.0,0.0
"""It was a yellow car,"" he said, ""big yellow car.",0.0,1.0,0.0,0.0
"New.""",0.0,1.0,0.0,0.0
"""See the accident?""",0.0,1.0,0.0,0.0
asked the policeman.,0.0,1.0,0.0,0.0
"""No, but the car passed me down the road, going faster'n forty.",0.0,1.0,0.0,0.0
"Going fifty, sixty.""",0.0,1.0,0.0,0.0
"""Come here and let's have your name.",0.0,1.0,0.0,0.0
Look out now.,0.0,1.0,0.0,0.0
"I want to get his name.""",0.0,0.755,0.245,0.0772
"Some words of this conversation must have reached Wilson, swaying in the office door, for suddenly a new theme found voice among his grasping cries ""You don't have to tell me what kind of car it was!",0.078,0.886,0.036,-0.3802
"I know what kind of car it was!""",0.0,1.0,0.0,0.0
"Watching Tom, I saw the wad of muscle back of his shoulder tighten under his coat.",0.0,1.0,0.0,0.0
"He walked quickly over to Wilson and, standing in front of him, seized him firmly by the upper arms.",0.0,1.0,0.0,0.0
"""You've got to pull yourself together,"" he said with soothing gruffness.",0.0,0.813,0.187,0.3182
Wilson's eyes fell upon Tom he started up on his tiptoes and then would have collapsed to his knees had not Tom held him upright.,0.08,0.92,0.0,-0.2732
"""Listen,"" said Tom, shaking him a little.",0.254,0.746,0.0,-0.1779
"""I just got here a minute ago, from New York.",0.0,1.0,0.0,0.0
I was bringing you that coup we've been talking about.,0.0,1.0,0.0,0.0
That yellow car I was driving this afternoon wasn't minedo you hear?,0.0,1.0,0.0,0.0
"I haven't seen it all afternoon.""",0.0,1.0,0.0,0.0
"Only the negro and I were near enough to hear what he said, but the policeman caught something in the tone and looked over with truculent eyes.",0.0,1.0,0.0,0.0
"""What's all that?""",0.0,1.0,0.0,0.0
he demanded.,0.655,0.345,0.0,-0.2263
"""I'm a friend of his.""",0.0,0.484,0.516,0.4939
Tom turned his head but kept his hands firm on Wilson's body.,0.0,1.0,0.0,0.0
"""He says he knows the car that did it  It was a yellow car.""",0.0,1.0,0.0,0.0
Some dim impulse moved the policeman to look suspiciously at Tom.,0.213,0.787,0.0,-0.4019
"""And what colour's your car?""",0.0,1.0,0.0,0.0
"""It's a blue car, a coup.""",0.0,1.0,0.0,0.0
"""We've come straight from New York,"" I said.",0.0,0.759,0.241,0.2263
"Someone who had been driving a little behind us confirmed this, and the policeman turned away.",0.0,1.0,0.0,0.0
"""Now, if you'll let me have that name again correct"" Picking up Wilson like a doll, Tom carried him into the office, set him down in a chair, and came back.",0.0,0.918,0.082,0.3612
"""If somebody'll come here and sit with him,"" he snapped authoritatively.",0.0,1.0,0.0,0.0
He watched while the two men standing closest glanced at each other and went unwillingly into the room.,0.0,1.0,0.0,0.0
"Then Tom shut the door on them and came down the single step, his eyes avoiding the table.",0.124,0.876,0.0,-0.34
"As he passed close to me he whispered ""Let's get out.""",0.0,1.0,0.0,0.0
"Selfconsciously, with his authoritative arms breaking the way, we pushed through the still gathering crowd, passing a hurried doctor, case in hand, who had been sent for in wild hope half an hour ago.",0.0,0.836,0.164,0.7269
"Tom drove slowly until we were beyond the bendthen his foot came down hard, and the coup raced along through the night.",0.062,0.938,0.0,-0.1027
"In a little while I heard a low husky sob, and saw that the tears were overflowing down his face.",0.291,0.709,0.0,-0.577
"""The God damned coward!""",0.414,0.286,0.3,-0.2003
he whimpered.,0.0,1.0,0.0,0.0
"""He didn't even stop his car.""",0.0,0.726,0.274,0.2235
The Buchanans' house floated suddenly toward us through the dark rustling trees.,0.0,1.0,0.0,0.0
"Tom stopped beside the porch and looked up at the second floor, where two windows bloomed with light among the vines.",0.087,0.913,0.0,-0.2263
"""Daisy's home,"" he said.",0.0,1.0,0.0,0.0
As we got out of the car he glanced at me and frowned slightly.,0.0,1.0,0.0,0.0
"""I ought to have dropped you in West Egg, Nick.",0.0,1.0,0.0,0.0
"There's nothing we can do tonight.""",0.0,1.0,0.0,0.0
"A change had come over him, and he spoke gravely, and with decision.",0.185,0.815,0.0,-0.3612
As we walked across the moonlight gravel to the porch he disposed of the situation in a few brisk phrases.,0.075,0.846,0.08,0.0258
"""I'll telephone for a taxi to take you home, and while you're waiting you and Jordan better go in the kitchen and have them get you some supperif you want any.""",0.0,0.87,0.13,0.4939
He opened the door.,0.0,1.0,0.0,0.0
"""Come in.""",0.0,1.0,0.0,0.0
"""No, thanks.",0.0,0.256,0.744,0.4404
But I'd be glad if you'd order me the taxi.,0.0,0.692,0.308,0.6124
"I'll wait outside.""",0.0,1.0,0.0,0.0
Jordan put her hand on my arm.,0.0,0.652,0.348,0.4939
"""Won't you come in, Nick?""",0.0,1.0,0.0,0.0
"""No, thanks.""",0.0,1.0,0.0,0.0
I was feeling a little sick and I wanted to be alone.,0.4,0.48,0.12,-0.5434
But Jordan lingered for a moment more.,0.0,1.0,0.0,0.0
"""It's only halfpast nine,"" she said.",0.0,1.0,0.0,0.0
"I'd be damned if I'd go in I'd had enough of all of them for one day, and suddenly that included Jordan too.",0.106,0.894,0.0,-0.3818
"She must have seen something of this in my expression, for she turned abruptly away and ran up the porch steps into the house.",0.0,1.0,0.0,0.0
"I sat down for a few minutes with my head in my hands, until I heard the phone taken up inside and the butler's voice calling a taxi.",0.0,1.0,0.0,0.0
"Then I walked slowly down the drive away from the house, intending to wait by the gate.",0.0,1.0,0.0,0.0
I hadn't gone twenty yards when I heard my name and Gatsby stepped from between two bushes into the path.,0.0,1.0,0.0,0.0
"I must have felt pretty weird by that time, because I could think of nothing except the luminosity of his pink suit under the moon.",0.066,0.811,0.124,0.3612
"""What are you doing?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"""Just standing here, old sport.""",0.0,1.0,0.0,0.0
"Somehow, that seemed a despicable occupation.",0.0,1.0,0.0,0.0
"For all I knew he was going to rob the house in a moment I wouldn't have been surprised to see sinister faces, the faces of ""Wolfshiem's people,"" behind him in the dark shrubbery.",0.247,0.753,0.0,-0.8468
"""Did you see any trouble on the road?""",0.278,0.722,0.0,-0.4019
he asked after a minute.,0.0,1.0,0.0,0.0
"""Yes.""",0.0,1.0,0.0,0.0
He hesitated.,0.697,0.303,0.0,-0.3182
"""Was she killed?""",0.0,1.0,0.0,0.0
"""Yes.""",0.0,1.0,0.0,0.0
"""I thought so I told Daisy I thought so.",0.0,1.0,0.0,0.0
It's better that the shock should all come at once.,0.193,0.593,0.215,0.0772
"She stood it pretty well.""",0.0,0.556,0.444,0.4939
He spoke as if Daisy's reaction was the only thing that mattered.,0.0,1.0,0.0,0.0
"""I got to West Egg by a side road,"" he went on, ""and left the car in my garage.",0.0,1.0,0.0,0.0
"I don't think anybody saw us, but of course I can't be sure.""",0.0,1.0,0.0,0.0
I disliked him so much by this time that I didn't find it necessary to tell him he was wrong.,0.266,0.734,0.0,-0.7003
"""Who was the woman?""",0.0,1.0,0.0,0.0
he inquired.,0.0,1.0,0.0,0.0
"""Her name was Wilson.",0.0,1.0,0.0,0.0
Her husband owns the garage.,0.0,1.0,0.0,0.0
"How the devil did it happen?""",0.468,0.532,0.0,-0.6597
"""Well, I tried to swing the wheel"" He broke off, and suddenly I guessed at the truth.",0.155,0.718,0.127,-0.128
"""Was Daisy driving?""",0.0,1.0,0.0,0.0
"""Yes,"" he said after a moment, ""but of course I'll say I was.",0.0,1.0,0.0,0.0
"You see, when we left New York she was very nervous and she thought it would steady her to driveand this woman rushed out at us just as we were passing a car coming the other way.",0.064,0.936,0.0,-0.3384
"It all happened in a minute, but it seemed to me that she wanted to speak to us, thought we were somebody she knew.",0.0,1.0,0.0,0.0
"Well, first Daisy turned away from the woman toward the other car, and then she lost her nerve and turned back.",0.098,0.812,0.09,-0.0516
"The second my hand reached the wheel I felt the shockit must have killed her instantly.""",0.213,0.569,0.218,-0.2263
"""It ripped her open"" ""Don't tell me, old sport.""",0.0,1.0,0.0,0.0
He winced.,0.0,1.0,0.0,0.0
"""AnyhowDaisy stepped on it.",0.0,1.0,0.0,0.0
"I tried to make her stop, but she couldn't, so I pulled on the emergency brake.",0.294,0.706,0.0,-0.6124
Then she fell over into my lap and I drove on.,0.0,1.0,0.0,0.0
"""She'll be all right tomorrow,"" he said presently.",0.0,1.0,0.0,0.0
"""I'm just going to wait here and see if he tries to bother her about that unpleasantness this afternoon.",0.118,0.882,0.0,-0.34
"She's locked herself into her room, and if he tries any brutality she's going to turn the light out and on again.""",0.16,0.84,0.0,-0.6124
"""He won't touch her,"" I said.",0.0,1.0,0.0,0.0
"""He's not thinking about her.""",0.0,1.0,0.0,0.0
"""I don't trust him, old sport.""",0.351,0.649,0.0,-0.4023
"""How long are you going to wait?""",0.0,1.0,0.0,0.0
"""All night, if necessary.",0.0,1.0,0.0,0.0
"Anyhow, till they all go to bed.""",0.0,1.0,0.0,0.0
A new point of view occurred to me.,0.0,1.0,0.0,0.0
Suppose Tom found out that Daisy had been driving.,0.0,1.0,0.0,0.0
He might think he saw a connection in ithe might think anything.,0.0,1.0,0.0,0.0
I looked at the house there were two or three bright windows downstairs and the pink glow from Daisy's room on the ground floor.,0.0,0.884,0.116,0.4404
"""You wait here,"" I said.",0.0,1.0,0.0,0.0
"""I'll see if there's any sign of a commotion.""",0.0,1.0,0.0,0.0
"I walked back along the border of the lawn, traversed the gravel softly, and tiptoed up the veranda steps.",0.081,0.919,0.0,-0.128
"The drawingroom curtains were open, and I saw that the room was empty.",0.141,0.859,0.0,-0.2023
"Crossing the porch where we had dined that June night three months before, I came to a small rectangle of light which I guessed was the pantry window.",0.0,1.0,0.0,0.0
"The blind was drawn, but I found a rift at the sill.",0.171,0.829,0.0,-0.2144
"Daisy and Tom were sitting opposite each other at the kitchen table, with a plate of cold fried chicken between them, and two bottles of ale.",0.0,1.0,0.0,0.0
"He was talking intently across the table at her, and in his earnestness his hand had fallen upon and covered her own.",0.097,0.778,0.125,0.1779
Once in a while she looked up at him and nodded in agreement.,0.0,0.775,0.225,0.4939
"They weren't happy, and neither of them had touched the chicken or the aleand yet they weren't unhappy either.",0.134,0.761,0.104,-0.1695
"There was an unmistakable air of natural intimacy about the picture, and anybody would have said that they were conspiring together.",0.0,0.889,0.111,0.3612
As I tiptoed from the porch I heard my taxi feeling its way along the dark road toward the house.,0.0,0.919,0.081,0.128
Gatsby was waiting where I had left him in the drive.,0.0,1.0,0.0,0.0
"""Is it all quiet up there?""",0.0,1.0,0.0,0.0
he asked anxiously.,0.487,0.513,0.0,-0.2263
"""Yes, it's all quiet.""",0.0,1.0,0.0,0.0
I hesitated.,1.0,0.0,0.0,-0.3182
"""You'd better come home and get some sleep.""",0.0,0.707,0.293,0.4404
He shook his head.,0.318,0.682,0.0,-0.1027
"""I want to wait here till Daisy goes to bed.",0.0,0.874,0.126,0.0772
"Good night, old sport.""",0.0,0.508,0.492,0.4404
"He put his hands in his coat pockets and turned back eagerly to his scrutiny of the house, as though my presence marred the sacredness of the vigil.",0.0,0.912,0.088,0.3818
So I walked away and left him standing there in the moonlightwatching over nothing.,0.0,1.0,0.0,0.0
"CHAPTER VIII I couldn't sleep all night a foghorn was groaning incessantly on the Sound, and I tossed halfsick between grotesque reality and savage, frightening dreams.",0.215,0.692,0.093,-0.5423
"Toward dawn I heard a taxi go up Gatsby's drive, and immediately I jumped out of bed and began to dressI felt that I had something to tell him, something to warn him about, and morning would be too late.",0.038,0.962,0.0,-0.1027
"Crossing his lawn, I saw that his front door was still open and he was leaning against a table in the hall, heavy with dejection or sleep.",0.0,1.0,0.0,0.0
"""Nothing happened,"" he said wanly.",0.0,1.0,0.0,0.0
"""I waited, and about four o'clock she came to the window and stood there for a minute and then turned out the light.""",0.0,1.0,0.0,0.0
His house had never seemed so enormous to me as it did that night when we hunted through the great rooms for cigarettes.,0.0,0.843,0.157,0.6249
"We pushed aside curtains that were like pavilions, and felt over innumerable feet of dark wall for electric light switchesonce I tumbled with a sort of splash upon the keys of a ghostly piano.",0.0,0.923,0.077,0.3612
"There was an inexplicable amount of dust everywhere, and the rooms were musty, as though they hadn't been aired for many days.",0.0,1.0,0.0,0.0
"I found the humidor on an unfamiliar table, with two stale, dry cigarettes inside.",0.0,1.0,0.0,0.0
"Throwing open the French windows of the drawingroom, we sat smoking out into the darkness.",0.125,0.875,0.0,-0.25
"""You ought to go away,"" I said.",0.0,1.0,0.0,0.0
"""It's pretty certain they'll trace your car.""",0.0,0.485,0.515,0.6486
"""Go away now, old sport?""",0.0,1.0,0.0,0.0
"""Go to Atlantic City for a week, or up to Montreal.""",0.0,1.0,0.0,0.0
He wouldn't consider it.,0.0,1.0,0.0,0.0
He couldn't possibly leave Daisy until he knew what she was going to do.,0.0,0.919,0.081,0.0382
He was clutching at some last hope and I couldn't bear to shake him free.,0.0,0.588,0.412,0.7729
"It was this night that he told me the strange story of his youth with Dan Codytold it to me because ""Jay Gatsby"" had broken up like glass against Tom's hard malice, and the long secret extravaganza was played out.",0.136,0.758,0.106,-0.1027
"I think that he would have acknowledged anything now, without reserve, but he wanted to talk about Daisy.",0.0,1.0,0.0,0.0
"She was the first ""nice"" girl he had ever known.",0.0,1.0,0.0,0.0
"In various unrevealed capacities he had come in contact with such people, but always with indiscernible barbed wire between.",0.0,1.0,0.0,0.0
He found her excitingly desirable.,0.0,0.366,0.634,0.6369
"He went to her house, at first with other officers from Camp Taylor, then alone.",0.125,0.875,0.0,-0.25
It amazed himhe had never been in such a beautiful house before.,0.0,0.559,0.441,0.7964
"But what gave it an air of breathless intensity, was that Daisy lived thereit was as casual a thing to her as his tent out at camp was to him.",0.0,0.927,0.073,0.296
"There was a ripe mystery about it, a hint of bedrooms upstairs more beautiful and cool than other bedrooms, of gay and radiant activities taking place through its corridors, and of romances that were not musty and laid away already in lavender but fresh and breathing and redolent of this year's shining motorcars and of dances whose flowers were scarcely withered.",0.0,0.83,0.17,0.8413
"It excited him, too, that many men had already loved Daisyit increased her value in his eyes.",0.0,0.546,0.454,0.8689
"He felt their presence all about the house, pervading the air with the shades and echoes of still vibrant emotions.",0.0,0.848,0.152,0.5267
But he knew that he was in Daisy's house by a colossal accident.,0.274,0.726,0.0,-0.631
"However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.",0.0,0.884,0.116,0.6369
So he made the most of his time.,0.0,1.0,0.0,0.0
"He took what he could get, ravenously and unscrupulouslyeventually he took Daisy one still October night, took her because he had no real right to touch her hand.",0.07,0.828,0.102,0.25
"He might have despised himself, for he had certainly taken her under false pretences.",0.158,0.702,0.14,-0.0772
"I don't mean that he had traded on his phantom millions, but he had deliberately given Daisy a sense of security he let her believe that he was a person from much the same strata as herselfthat he was fully able to take care of her.",0.0,0.847,0.153,0.8126
"As a matter of fact, he had no such facilitieshe had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.",0.167,0.723,0.11,-0.3182
But he didn't despise himself and it didn't turn out as he had imagined.,0.0,0.836,0.164,0.3724
"He had intended, probably, to take what he could and gobut now he found that he had committed himself to the following of a grail.",0.0,0.916,0.084,0.2732
"He knew that Daisy was extraordinary, but he didn't realize just how extraordinary a ""nice"" girl could be.",0.0,1.0,0.0,0.0
"She vanished into her rich house, into her rich, full life, leaving Gatsbynothing.",0.0,0.604,0.396,0.802
"He felt married to her, that was all.",0.0,1.0,0.0,0.0
"When they met again, two days later, it was Gatsby who was breathless, who was, somehow, betrayed.",0.2,0.8,0.0,-0.6124
Her porch was bright with the bought luxury of starshine the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.,0.0,0.691,0.309,0.891
"She had caught a cold, and it made her voice huskier and more charming than ever, and Gatsby was overwhelmingly aware of the youth and mystery that wealth imprisons and preserves, of the freshness of many clothes, and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor.",0.106,0.658,0.236,0.8655
"""I can't describe to you how surprised I was to find out I loved her, old sport.",0.0,0.691,0.309,0.7003
"I even hoped for a while that she'd throw me over, but she didn't, because she was in love with me too.",0.0,0.703,0.297,0.8225
"She thought I knew a lot because I knew different things from her  Well, there I was, way off my ambitions, getting deeper in love every minute, and all of a sudden I didn't care.",0.075,0.744,0.18,0.5679
"What was the use of doing great things if I could have a better time telling her what I was going to do?""",0.0,0.72,0.28,0.7906
"On the last afternoon before he went abroad, he sat with Daisy in his arms for a long, silent time.",0.0,1.0,0.0,0.0
"It was a cold fall day, with fire in the room and her cheeks flushed.",0.156,0.844,0.0,-0.34
"Now and then she moved and he changed his arm a little, and once he kissed her dark shining hair.",0.0,0.874,0.126,0.3818
"The afternoon had made them tranquil for a while, as if to give them a deep memory for the long parting the next day promised.",0.0,0.85,0.15,0.4019
"They had never been closer in their month of love, nor communicated more profoundly one with another, than when she brushed silent lips against his coat's shoulder or when he touched the end of her fingers, gently, as though she were asleep.",0.0,0.847,0.153,0.802
He did extraordinarily well in the war.,0.355,0.455,0.191,-0.4215
"He was a captain before he went to the front, and following the Argonne battles he got his majority and the command of the divisional machineguns.",0.098,0.902,0.0,-0.3818
"After the armistice he tried frantically to get home, but some complication or misunderstanding sent him to Oxford instead.",0.241,0.759,0.0,-0.6597
He was worried nowthere was a quality of nervous despair in Daisy's letters.,0.423,0.577,0.0,-0.6808
She didn't see why he couldn't come.,0.0,1.0,0.0,0.0
"She was feeling the pressure of the world outside, and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all.",0.06,0.824,0.115,0.25
"For Daisy was young and her artificial world was redolent of orchids and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.",0.132,0.716,0.152,0.2263
"All night the saxophones wailed the hopeless comment of the ""Beale Street Blues"" while a hundred pairs of golden and silver slippers shuffled the shining dust.",0.111,0.889,0.0,-0.4588
"At the grey tea hour there were always rooms that throbbed incessantly with this low, sweet fever, while fresh faces drifted here and there like rose petals blown by the sad horns around the floor.",0.126,0.667,0.207,0.3664
"Through this twilight universe Daisy began to move again with the season suddenly she was again keeping half a dozen dates a day with half a dozen men, and drowsing asleep at dawn with the beads and chiffon of an eveningdress tangled among dying orchids on the floor beside her bed.",0.0,1.0,0.0,0.0
And all the time something within her was crying for a decision.,0.237,0.763,0.0,-0.4767
"She wanted her life shaped now, immediatelyand the decision must be made by some forceof love, of money, of unquestionable practicalitythat was close at hand.",0.0,0.757,0.243,0.8126
That force took shape in the middle of spring with the arrival of Tom Buchanan.,0.0,1.0,0.0,0.0
"There was a wholesome bulkiness about his person and his position, and Daisy was flattered.",0.0,0.833,0.167,0.3818
Doubtless there was a certain struggle and a certain relief.,0.159,0.207,0.634,0.7096
The letter reached Gatsby while he was still at Oxford.,0.0,0.865,0.135,0.1027
"It was dawn now on Long Island and we went about opening the rest of the windows downstairs, filling the house with greyturning, goldturning light.",0.0,1.0,0.0,0.0
The shadow of a tree fell abruptly across the dew and ghostly birds began to sing among the blue leaves.,0.0,1.0,0.0,0.0
"There was a slow, pleasant movement in the air, scarcely a wind, promising a cool, lovely day.",0.0,0.464,0.536,0.89
"""I don't think she ever loved him.""",0.0,0.606,0.394,0.5994
Gatsby turned around from a window and looked at me challengingly.,0.151,0.849,0.0,-0.1531
"""You must remember, old sport, she was very excited this afternoon.",0.0,0.788,0.212,0.4005
He told her those things in a way that frightened herthat made it look as if I was some kind of cheap sharper.,0.127,0.873,0.0,-0.4404
"And the result was she hardly knew what she was saying.""",0.0,1.0,0.0,0.0
He sat down gloomily.,0.0,1.0,0.0,0.0
"""Of course she might have loved him just for a minute, when they were first marriedand loved me more even then, do you see?""",0.0,0.729,0.271,0.8316
Suddenly he came out with a curious remark.,0.0,0.723,0.277,0.3182
"""In any case,"" he said, ""it was just personal.""",0.0,1.0,0.0,0.0
"What could you make of that, except to suspect some intensity in his conception of the affair that couldn't be measured?",0.099,0.901,0.0,-0.296
"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable but irresistible journey to Louisville on the last of his army pay.",0.109,0.799,0.092,0.1027
"He stayed there a week, walking the streets where their footsteps had clicked together through the November night and revisiting the outoftheway places to which they had driven in her white car.",0.0,1.0,0.0,0.0
"Just as Daisy's house had always seemed to him more mysterious and gay than other houses, so his idea of the city itself, even though she was gone from it, was pervaded with a melancholy beauty.",0.073,0.831,0.096,0.2263
"He left feeling that if he had searched harder, he might have found herthat he was leaving her behind.",0.0,0.923,0.077,0.128
The daycoachhe was penniless nowwas hot.,0.0,1.0,0.0,0.0
"He went out to the open vestibule and sat down on a foldingchair, and the station slid away and the backs of unfamiliar buildings moved by.",0.048,0.952,0.0,-0.0516
"Then out into the spring fields, where a yellow trolley raced them for a minute with people in it who might once have seen the pale magic of her face along the casual street.",0.0,0.945,0.055,0.2023
"The track curved and now it was going away from the sun, which, as it sank lower, seemed to spread itself in benediction over the vanishing city where she had drawn her breath.",0.064,0.936,0.0,-0.296
"He stretched out his hand desperately as if to snatch only a wisp of air, to save a fragment of the spot that she had made lovely for him.",0.073,0.642,0.285,0.8225
"But it was all going by too fast now for his blurred eyes and he knew that he had lost that part of it, the freshest and the best, forever.",0.08,0.762,0.158,0.5927
It was nine o'clock when we finished breakfast and went out on the porch.,0.0,1.0,0.0,0.0
The night had made a sharp difference in the weather and there was an autumn flavour in the air.,0.0,1.0,0.0,0.0
"The gardener, the last one of Gatsby's former servants, came to the foot of the steps.",0.0,1.0,0.0,0.0
"""I'm going to drain the pool today, Mr. Gatsby.",0.0,1.0,0.0,0.0
"Leaves'll start falling pretty soon, and then there's always trouble with the pipes.""",0.246,0.571,0.183,-0.0258
"""Don't do it today,"" Gatsby answered.",0.0,1.0,0.0,0.0
He turned to me apologetically.,0.0,1.0,0.0,0.0
"""You know, old sport, I've never used that pool all summer?""",0.0,1.0,0.0,0.0
I looked at my watch and stood up.,0.0,1.0,0.0,0.0
"""Twelve minutes to my train.""",0.0,1.0,0.0,0.0
I didn't want to go to the city.,0.169,0.831,0.0,-0.0572
"I wasn't worth a decent stroke of work, but it was more than thatI didn't want to leave Gatsby.",0.149,0.783,0.068,-0.1139
"I missed that train, and then another, before I could get myself away.",0.18,0.82,0.0,-0.296
"""I'll call you up,"" I said finally.",0.0,1.0,0.0,0.0
"""Do, old sport.""",0.0,1.0,0.0,0.0
"""I'll call you about noon.""",0.0,1.0,0.0,0.0
We walked slowly down the steps.,0.0,1.0,0.0,0.0
"""I suppose Daisy'll call too.""",0.0,1.0,0.0,0.0
"He looked at me anxiously, as if he hoped I'd corroborate this.",0.131,0.69,0.179,0.1779
"""I suppose so.""",0.0,1.0,0.0,0.0
"""Well, goodbye.""",0.0,1.0,0.0,0.0
We shook hands and I started away.,0.219,0.781,0.0,-0.1027
Just before I reached the hedge I remembered something and turned around.,0.0,0.865,0.135,0.1027
"""They're a rotten crowd,"" I shouted across the lawn.",0.355,0.645,0.0,-0.5106
"""You're worth the whole damn bunch put together.""",0.255,0.566,0.179,-0.2023
I've always been glad I said that.,0.0,0.625,0.375,0.4588
"It was the only compliment I ever gave him, because I disapproved of him from beginning to end.",0.0,0.829,0.171,0.4767
"First he nodded politely, and then his face broke into that radiant and understanding smile, as if we'd been in ecstatic cahoots on that fact all the time.",0.078,0.672,0.249,0.7269
"His gorgeous pink rag of a suit made a bright spot of colour against the white steps, and I thought of the night when I first came to his ancestral home, three months before.",0.0,0.802,0.198,0.7845
"The lawn and drive had been crowded with the faces of those who guessed at his corruptionand he had stood on those steps, concealing his incorruptible dream, as he waved them goodbye.",0.0,0.939,0.061,0.25
I thanked him for his hospitality.,0.0,0.58,0.42,0.4404
We were always thanking him for thatI and the others.,0.0,1.0,0.0,0.0
"""Goodbye,"" I called.",0.0,1.0,0.0,0.0
"""I enjoyed breakfast, Gatsby.""",0.0,0.476,0.524,0.5106
"Up in the city, I tried for a while to list the quotations on an interminable amount of stock, then I fell asleep in my swivelchair.",0.0,1.0,0.0,0.0
"Just before noon the phone woke me, and I started up with sweat breaking out on my forehead.",0.0,1.0,0.0,0.0
It was Jordan Baker she often called me up at this hour because the uncertainty of her own movements between hotels and clubs and private houses made her hard to find in any other way.,0.103,0.897,0.0,-0.4215
"Usually her voice came over the wire as something fresh and cool, as if a divot from a green golflinks had come sailing in at the office window, but this morning it seemed harsh and dry.",0.101,0.813,0.087,-0.3716
"""I've left Daisy's house,"" she said.",0.0,1.0,0.0,0.0
"""I'm at Hempstead, and I'm going down to Southampton this afternoon.""",0.0,1.0,0.0,0.0
"Probably it had been tactful to leave Daisy's house, but the act annoyed me, and her next remark made me rigid.",0.258,0.742,0.0,-0.6428
